"year","port","name","value","state","indian","fishery","metric","units","latitude","longitude","center_latitude","center_longitude"
"1983","Crescent City","Aug",759,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1983","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1983","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1983","Crescent City","Season",4654,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1984","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1984","Crescent City","May",565,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1984","Crescent City","June",69,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1984","Crescent City","July",765,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1984","Crescent City","Aug",1047,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1984","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1984","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1984","Crescent City","Season",2446,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1985","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1985","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1985","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1985","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1985","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1985","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1985","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1985","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1986","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1986","Crescent City","May",5,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1986","Crescent City","June",214.224601175483,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1986","Crescent City","July",416.930718691001,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1986","Crescent City","Aug",410.248319183639,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1986","Crescent City","Sept",14,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1986","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1986","Crescent City","Season",1060.40363905012,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1987","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1987","Crescent City","May",9,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1987","Crescent City","June",692.57041560933,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1987","Crescent City","July",22,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1987","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1987","Crescent City","Sept",17.6464148877942,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1987","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1987","Crescent City","Season",741.216830497124,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1988","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1988","Crescent City","May",12,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1988","Crescent City","June",242.936568853201,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1988","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1988","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1988","Crescent City","Sept",17.3879965207306,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1988","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1988","Crescent City","Season",272.324565373932,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1989","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1989","Crescent City","May",10,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1989","Crescent City","June",290.643932451892,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1989","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1989","Crescent City","Aug",68.4608021125598,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1989","Crescent City","Sept",0,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1989","Crescent City","Oct",0,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1989","Crescent City","Season",369.104734564451,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1990","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1990","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1990","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1990","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1990","Crescent City","Aug",280,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1990","Crescent City","Sept",0,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1990","Crescent City","Oct",0,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1990","Crescent City","Season",280,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1991","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1991","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1991","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1991","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1991","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1991","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1991","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1991","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1992","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1992","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1992","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1992","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1992","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1992","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1992","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1992","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1993","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1993","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1993","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1993","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1993","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1993","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1993","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1993","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1994","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1994","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1994","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1994","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1994","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1994","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1994","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1994","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1995","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1995","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1995","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1995","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1995","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1995","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1995","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1995","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1996","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1996","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1996","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1996","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1996","Crescent City","Aug",10,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1996","Crescent City","Sept",11,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1996","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1996","Crescent City","Season",21,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1997","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1997","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1997","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1997","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1997","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1997","Crescent City","Sept",0,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1997","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1997","Crescent City","Season",0,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1998","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1998","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1998","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1998","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1998","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1998","Crescent City","Sept",0,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1998","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1998","Crescent City","Season",0,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1999","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1999","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1999","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1999","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1999","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1999","Crescent City","Sept",29,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1999","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"1999","Crescent City","Season",29,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2000","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2000","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2000","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2000","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2000","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2000","Crescent City","Sept",23,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2000","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2000","Crescent City","Season",23,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2001","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2001","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2001","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2001","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2001","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2001","Crescent City","Sept",18,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2001","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2001","Crescent City","Season",18,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2002","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2002","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2002","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2002","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2002","Crescent City","Aug",27,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2002","Crescent City","Sept",146,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2002","Crescent City","Oct",6,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2002","Crescent City","Season",179,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2003","Crescent City","Apr",14,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2003","Crescent City","May",2,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2003","Crescent City","June",4,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2003","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2003","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2003","Crescent City","Sept",50,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2003","Crescent City","Oct",6,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2003","Crescent City","Season",76,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2004","Crescent City","Apr",22,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2004","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2004","Crescent City","June",2,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2004","Crescent City","July",36,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2004","Crescent City","Aug",167,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2004","Crescent City","Sept",35,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2004","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2004","Crescent City","Season",262,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2005","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2005","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2005","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2005","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2005","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2005","Crescent City","Sept",58,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2005","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2005","Crescent City","Season",58,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2006","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2006","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2006","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2006","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2006","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2006","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2006","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2006","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2007","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2007","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2007","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2007","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2007","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2007","Crescent City","Sept",87,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2007","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2007","Crescent City","Season",87,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2008","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2008","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2008","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2008","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2008","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2008","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2008","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2008","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2009","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2009","Crescent City","May",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2009","Crescent City","June",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2009","Crescent City","July",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2009","Crescent City","Aug",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2009","Crescent City","Sept",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2009","Crescent City","Oct",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2009","Crescent City","Season",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
"2010","Crescent City","Apr",NA,"CA","","commercial","effort","days fished",41.7558,-124.2026,41.75017,-124.2135
