"year","port","name","value","state","indian","fishery","metric","units","latitude","longitude"
"1978","Astoria","Aug",20450,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1978","Astoria","Sept",10107,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1978","Astoria","Oct",390,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1978","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1978","Astoria","Season",63075,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","May",835,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","June",5032,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","July",14813,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","Aug",19699,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","Sept",2898,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1979","Astoria","Season",43277,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","May",1262,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","June",7798,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","July",13704,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","Aug",19706,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","Sept",3845,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1980","Astoria","Season",46315,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","May",977,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","June",4886,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","July",14119,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","Aug",20088,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","Sept",4625,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1981","Astoria","Season",44695,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","June",4906,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","July",22330,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","Aug",0,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1982","Astoria","Season",27236,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","June",2678,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","July",12878,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","Aug",11536,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","Sept",3759,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1983","Astoria","Season",30851,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","July",2018,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","Aug",6285,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1984","Astoria","Season",8303,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","June",605,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","July",7838,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","Aug",11578,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1985","Astoria","Season",20021,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","June",707,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","July",12115,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","Aug",7721,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1986","Astoria","Season",20543,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","June",578,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","July",8508,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","Aug",8044,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1987","Astoria","Season",17130,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","July",5668,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","Aug",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1988","Astoria","Season",5668,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","May",146,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","June",1223,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","July",9225,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","Aug",9243,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1989","Astoria","Season",19837,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","June",1933,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","July",8936,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","Aug",13229,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","Sept",1423,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1990","Astoria","Season",25521,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","June",1496,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","July",8959,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","Aug",9422,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","Sept",1777,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1991","Astoria","Season",21654,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","July",9812,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","Aug",1842,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","Sept",1271,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1992","Astoria","Season",12925,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","July",5676,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","Aug",7861,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","Sept",4279,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1993","Astoria","Season",17816,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","July",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","Aug",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1994","Astoria","Season",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","July",2275,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","Aug",7656,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","Sept",1007,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1995","Astoria","Season",10938,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","July",963,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","Aug",3782,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","Sept",889,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1996","Astoria","Season",5634,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","July",2772,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","Aug",830,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1997","Astoria","Season",3602,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","July",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","Aug",1830,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","Sept",284,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1998","Astoria","Season",2114,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","July",2098,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","Aug",3653,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","Sept",1666,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"1999","Astoria","Season",7417,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","July",3994,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","Aug",4449,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","Sept",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2000","Astoria","Season",8443,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","July",7990,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","Aug",12960,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","Sept",2291,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2001","Astoria","Season",23241,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","May",155,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","June",372,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","July",3989,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","Aug",6373,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","Sept",1156,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","Oct",6,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2002","Astoria","Season",12051,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","June",151,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","July",5275,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","Aug",12550,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","Sept",1250,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2003","Astoria","Season",19226,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","June",256,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","July",4439,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","Aug",11290,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","Sept",2608,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2004","Astoria","Season",18593,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","July",2246,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","Aug",8116,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","Sept",2900,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2005","Astoria","Season",13262,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","July",1711,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","Aug",5769,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","Sept",762,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2006","Astoria","Season",8242,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","May",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","June",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","July",2548,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","Aug",8849,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","Sept",989,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","Oct",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","Nov",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2007","Astoria","Season",12386,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2008","Astoria","Mar",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
"2008","Astoria","Apr",NA,"OR","","recreational","effort","anger trips",46.1879,-123.8313
