"year","port","name","value","state","indian","fishery","metric","species","units","latitude","longitude"
"1981","Neah Bay","Apr",138,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1981","Neah Bay","May",384,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1981","Neah Bay","June",502,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1981","Neah Bay","July",1608,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1981","Neah Bay","Aug",575,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1981","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1981","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1981","Neah Bay","Season",3207,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1982","Neah Bay","Apr",3,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1982","Neah Bay","May",116,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1982","Neah Bay","June",422,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1982","Neah Bay","July",1571,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1982","Neah Bay","Aug",818,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1982","Neah Bay","Sept",215,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1982","Neah Bay","Oct",35,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1982","Neah Bay","Season",3180,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1983","Neah Bay","Apr",117,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1983","Neah Bay","May",96,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1983","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1983","Neah Bay","July",1483,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1983","Neah Bay","Aug",584,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1983","Neah Bay","Sept",172,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1983","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1983","Neah Bay","Season",2452,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1984","Neah Bay","Apr",24,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1984","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1984","Neah Bay","June",0,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1984","Neah Bay","July",109,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1984","Neah Bay","Aug",96,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1984","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1984","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1984","Neah Bay","Season",229,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1985","Neah Bay","Apr",5,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1985","Neah Bay","May",1,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1985","Neah Bay","June",12,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1985","Neah Bay","July",1692,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1985","Neah Bay","Aug",342,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1985","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1985","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1985","Neah Bay","Season",2052,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1986","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1986","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1986","Neah Bay","June",116,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1986","Neah Bay","July",2595,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1986","Neah Bay","Aug",537,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1986","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1986","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1986","Neah Bay","Season",3248,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1987","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1987","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1987","Neah Bay","June",110,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1987","Neah Bay","July",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1987","Neah Bay","Aug",66,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1987","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1987","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1987","Neah Bay","Season",176,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1988","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1988","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1988","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1988","Neah Bay","July",3537,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1988","Neah Bay","Aug",208,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1988","Neah Bay","Sept",20,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1988","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1988","Neah Bay","Season",3765,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1989","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1989","Neah Bay","May",114,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1989","Neah Bay","June",202,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1989","Neah Bay","July",2213,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1989","Neah Bay","Aug",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1989","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1989","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1989","Neah Bay","Season",2529,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1990","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1990","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1990","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1990","Neah Bay","July",2003,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1990","Neah Bay","Aug",621,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1990","Neah Bay","Sept",50,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1990","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1990","Neah Bay","Season",2674,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1991","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1991","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1991","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1991","Neah Bay","July",2363,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1991","Neah Bay","Aug",380,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1991","Neah Bay","Sept",0,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1991","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1991","Neah Bay","Season",2743,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1992","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1992","Neah Bay","May",118,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1992","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1992","Neah Bay","July",964,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1992","Neah Bay","Aug",33,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1992","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1992","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1992","Neah Bay","Season",1115,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1993","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1993","Neah Bay","May",178,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1993","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1993","Neah Bay","July",1002,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1993","Neah Bay","Aug",380,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1993","Neah Bay","Sept",124,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1993","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1993","Neah Bay","Season",1684,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1994","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1994","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1994","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1994","Neah Bay","July",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1994","Neah Bay","Aug",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1994","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1994","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1994","Neah Bay","Season",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1995","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1995","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1995","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1995","Neah Bay","July",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1995","Neah Bay","Aug",136,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1995","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1995","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1995","Neah Bay","Season",136,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1996","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1996","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1996","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1996","Neah Bay","July",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1996","Neah Bay","Aug",55,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1996","Neah Bay","Sept",5,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1996","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1996","Neah Bay","Season",60,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1997","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1997","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1997","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1997","Neah Bay","July",478,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1997","Neah Bay","Aug",8,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1997","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1997","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1997","Neah Bay","Season",486,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1998","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1998","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1998","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1998","Neah Bay","July",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1998","Neah Bay","Aug",103,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1998","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1998","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1998","Neah Bay","Season",103,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1999","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1999","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1999","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1999","Neah Bay","July",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1999","Neah Bay","Aug",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1999","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1999","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"1999","Neah Bay","Season",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2000","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2000","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2000","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2000","Neah Bay","July",313,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2000","Neah Bay","Aug",105,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2000","Neah Bay","Sept",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2000","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2000","Neah Bay","Season",418,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2001","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2001","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2001","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2001","Neah Bay","July",1103,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2001","Neah Bay","Aug",366,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2001","Neah Bay","Sept",54,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2001","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2001","Neah Bay","Season",1523,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2002","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2002","Neah Bay","May",234,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2002","Neah Bay","June",1225,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2002","Neah Bay","July",3004,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2002","Neah Bay","Aug",757,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2002","Neah Bay","Sept",7,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2002","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2002","Neah Bay","Season",5227,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2003","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2003","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2003","Neah Bay","June",589,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2003","Neah Bay","July",3071,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2003","Neah Bay","Aug",997,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2003","Neah Bay","Sept",40,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2003","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2003","Neah Bay","Season",4697,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2004","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2004","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2004","Neah Bay","June",235,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2004","Neah Bay","July",4117,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2004","Neah Bay","Aug",1090,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2004","Neah Bay","Sept",73,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2004","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2004","Neah Bay","Season",5515,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2005","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2005","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2005","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2005","Neah Bay","July",2254.42360390199,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2005","Neah Bay","Aug",316.399514076762,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2005","Neah Bay","Sept",212.950231167093,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2005","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2005","Neah Bay","Season",2783.77334914584,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2006","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2006","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2006","Neah Bay","June",166.48,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2006","Neah Bay","July",734.4,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2006","Neah Bay","Aug",442.92,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2006","Neah Bay","Sept",73.27,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2006","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2006","Neah Bay","Season",1417.07,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2007","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2007","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2007","Neah Bay","June",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2007","Neah Bay","July",1178.51,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2007","Neah Bay","Aug",245.24,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2007","Neah Bay","Sept",46.79,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2007","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2007","Neah Bay","Season",1470.54,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2008","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2008","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2008","Neah Bay","June",311.37,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2008","Neah Bay","July",725.42,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2008","Neah Bay","Aug",317.22,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2008","Neah Bay","Sept",2.54,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2008","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2008","Neah Bay","Season",1356.55,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2009","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2009","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2009","Neah Bay","June",51.18,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2009","Neah Bay","July",1277.05,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2009","Neah Bay","Aug",1071.07,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2009","Neah Bay","Sept",47.25,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2009","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2009","Neah Bay","Season",2446.55,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2010","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2010","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2010","Neah Bay","June",144.34,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2010","Neah Bay","July",1572.79,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2010","Neah Bay","Aug",1452.5,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2010","Neah Bay","Sept",128.87,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2010","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2010","Neah Bay","Season",3298.5,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2011","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2011","Neah Bay","May",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2011","Neah Bay","June",257.42,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2011","Neah Bay","July",1382.23,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2011","Neah Bay","Aug",1329.69,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2011","Neah Bay","Sept",13.7,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2011","Neah Bay","Oct",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2011","Neah Bay","Season",2983.04,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
"2012","Neah Bay","Apr",NA,"WA","","recreational","catch","Chinook","numbers",48.3681,-124.625
