"year","port","name","value","state","indian","fishery","metric","units","latitude","longitude"
"1980","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1980","Crescent City","Season",9.18303598798357,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1981","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1981","Crescent City","May",8.93336443232381,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1981","Crescent City","June",9.74252615844544,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1981","Crescent City","July",8.84402838592783,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1981","Crescent City","Aug",9.38395773294909,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1981","Crescent City","Sept",9.10548271752086,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1981","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1981","Crescent City","Season",9.15282140281835,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1982","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1982","Crescent City","May",8.00822622107969,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1982","Crescent City","June",8.75507174666007,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1982","Crescent City","July",9.85063897763578,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1982","Crescent City","Aug",9.65309889843845,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1982","Crescent City","Sept",9.30537459283388,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1982","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1982","Crescent City","Season",9.36902764706685,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1983","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1983","Crescent City","May",6.81061473844979,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1983","Crescent City","June",7.57671758124332,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1983","Crescent City","July",7.60893991206644,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1983","Crescent City","Aug",7.2015503875969,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1983","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1983","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1983","Crescent City","Season",7.46941586324232,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1984","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1984","Crescent City","May",7.13649025069638,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1984","Crescent City","June",7.17447916666667,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1984","Crescent City","July",7.94445391037655,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1984","Crescent City","Aug",8.43168724279835,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1984","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1984","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1984","Crescent City","Season",7.90660449578955,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1985","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1985","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1985","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1985","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1985","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1985","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1985","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1985","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1986","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1986","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1986","Crescent City","June",8.2708495107936,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1986","Crescent City","July",9.45162316995544,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1986","Crescent City","Aug",8.57790039204298,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1986","Crescent City","Sept",9.10222804718217,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1986","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1986","Crescent City","Season",8.68358050630972,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1987","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1987","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1987","Crescent City","June",8.77824447678264,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1987","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1987","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1987","Crescent City","Sept",10.1869158878505,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1987","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1987","Crescent City","Season",8.79625096131792,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1988","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1988","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1988","Crescent City","June",9.13803382406619,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1988","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1988","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1988","Crescent City","Sept",8.99806201550388,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1988","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1988","Crescent City","Season",9.12749234738392,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1989","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1989","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1989","Crescent City","June",12.1693989071038,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1989","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1989","Crescent City","Aug",9.20931849791377,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1989","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1989","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1989","Crescent City","Season",11.8015089978188,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1990","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1990","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1990","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1990","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1990","Crescent City","Aug",9.72582972582973,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1990","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1990","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1990","Crescent City","Season",9.72582972582973,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1991","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1991","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1991","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1991","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1991","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1991","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1991","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1991","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1992","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1992","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1992","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1992","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1992","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1992","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1992","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1992","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1993","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1993","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1993","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1993","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1993","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1993","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1993","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1993","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1994","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1994","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1994","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1994","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1994","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1994","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1994","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1994","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1995","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1995","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1995","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1995","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1995","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1995","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1995","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1995","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1996","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1996","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1996","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1996","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1996","Crescent City","Aug",8.3,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1996","Crescent City","Sept",10.6,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1996","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1996","Crescent City","Season",9.6,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1997","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1997","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1997","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1997","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1997","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1997","Crescent City","Sept",10,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1997","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1997","Crescent City","Season",10,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1998","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1998","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1998","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1998","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1998","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1998","Crescent City","Sept",8.9,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1998","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1998","Crescent City","Season",8.9,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1999","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1999","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1999","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1999","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1999","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1999","Crescent City","Sept",10.6,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1999","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"1999","Crescent City","Season",10.6,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2000","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2000","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2000","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2000","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2000","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2000","Crescent City","Sept",10.7,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2000","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2000","Crescent City","Season",10.7,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2001","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2001","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2001","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2001","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2001","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2001","Crescent City","Sept",13.8,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2001","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2001","Crescent City","Season",13.8,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2002","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2002","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2002","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2002","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2002","Crescent City","Aug",13.4,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2002","Crescent City","Sept",12.1,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2002","Crescent City","Oct",11.1,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2002","Crescent City","Season",12.2,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2003","Crescent City","Apr",12,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2003","Crescent City","May",12,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2003","Crescent City","June",12,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2003","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2003","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2003","Crescent City","Sept",10.3,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2003","Crescent City","Oct",9.1,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2003","Crescent City","Season",11.2,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2004","Crescent City","Apr",10.1,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2004","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2004","Crescent City","June",9.8,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2004","Crescent City","July",11.6,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2004","Crescent City","Aug",11.9,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2004","Crescent City","Sept",10.8,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2004","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2004","Crescent City","Season",11.8,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2005","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2005","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2005","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2005","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2005","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2005","Crescent City","Sept",14.1075697211155,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2005","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2005","Crescent City","Season",14.1,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2006","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2006","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2006","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2006","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2006","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2006","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2006","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2006","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2007","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2007","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2007","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2007","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2007","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2007","Crescent City","Sept",13.6835656949725,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2007","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2007","Crescent City","Season",13.7,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2008","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2008","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2008","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2008","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2008","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2008","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2008","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2008","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2009","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2009","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2009","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2009","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2009","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2009","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2009","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2009","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2010","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2010","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2010","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2010","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2010","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2010","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2010","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2010","Crescent City","Season",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2011","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2011","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2011","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2011","Crescent City","July",15.5454545454545,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2011","Crescent City","Aug",15.987684729064,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2011","Crescent City","Sept",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2011","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2011","Crescent City","Season",15.9760191846523,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2012","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2012","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2012","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2012","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2012","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2012","Crescent City","Sept",11.7,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2012","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2012","Crescent City","Season",11.7,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2013","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2013","Crescent City","May",11.7,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2013","Crescent City","June",11.1812977099237,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2013","Crescent City","July",14.6,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2013","Crescent City","Aug",11.8620689655172,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2013","Crescent City","Sept",13.9,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2013","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2013","Crescent City","Season",12.7,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2014","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2014","Crescent City","May",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2014","Crescent City","June",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2014","Crescent City","July",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2014","Crescent City","Aug",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2014","Crescent City","Sept",11.8,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2014","Crescent City","Oct",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2014","Crescent City","Season",11.8,"CA","","commercial","weights","pounds",41.7558,-124.2026
"2015","Crescent City","Apr",NA,"CA","","commercial","weights","pounds",41.7558,-124.2026
