"year","port","name","value","state","indian","fishery","metric","units","latitude","longitude"
"1972","Astoria","Oct",27,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1972","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1972","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1972","Astoria","Season",8848,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","Apr",480,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","May",3741,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","June",2258,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","July",950,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","Aug",733,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","Sept",291,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","Oct",160,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1973","Astoria","Season",8613,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","Apr",370,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","May",12648,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","June",1169,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","July",1733,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","Aug",1017,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","Sept",626,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","Oct",118,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1974","Astoria","Season",17681,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","Apr",81,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","May",4426,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","June",3447,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","July",1934,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","Aug",754,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","Sept",287,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","Oct",26,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1975","Astoria","Season",10955,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","Apr",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","May",13176,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","June",8445,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","July",3934,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","Aug",1523,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","Sept",814,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","Oct",210,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1976","Astoria","Season",28102,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","Apr",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","May",5754,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","June",8723,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","July",4231,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","Aug",1261,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","Sept",1218,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","Oct",697,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1977","Astoria","Season",21884,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","Apr",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","May",1104,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","June",5932,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","July",5036,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","Aug",1041,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","Sept",117,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","Oct",1966,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1978","Astoria","Season",15196,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","Apr",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","May",772,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","June",5,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","July",1867,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","Aug",3046,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","Sept",200,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","Oct",9,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1979","Astoria","Season",5899,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","Apr",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","May",4390,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","June",15,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","July",548,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","Aug",529,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","Sept",111,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","Oct",5,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1980","Astoria","Season",5598,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","Apr",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","May",6607,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","June",0,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","July",1037,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","Aug",513,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","Sept",0,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","Oct",9,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","Nov",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","Dec",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1981","Astoria","Season",8166,"OR","","commercial","catch","numbers",46.1879,-123.8313
"1982","Astoria","Mar",NA,"OR","","commercial","catch","numbers",46.1879,-123.8313
