"year","port","name","value","state","indian","fishery","metric","units","latitude","longitude","center_latitude","center_longitude"
"1982","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","June",2237,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","July",5998,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","Aug",0,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1982","Astoria","Season",8235,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","June",1034,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","July",1645,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","Aug",533,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","Sept",228,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1983","Astoria","Season",3440,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","July",1,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","Aug",60,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1984","Astoria","Season",61,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","June",27,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","July",1330,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","Aug",2210,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1985","Astoria","Season",3567,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","June",63,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","July",1143,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","Aug",699,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1986","Astoria","Season",1905,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","June",191,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","July",2008,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","Aug",1864,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1987","Astoria","Season",4063,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","July",481,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","Aug",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1988","Astoria","Season",481,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","May",29,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","June",155,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","July",206,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","Aug",1071,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1989","Astoria","Season",1461,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","June",100,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","July",931,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","Aug",2201,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","Sept",87,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1990","Astoria","Season",3319,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","June",81,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","July",335,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","Aug",550,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","Sept",17,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1991","Astoria","Season",983,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","July",307,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","Aug",161,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","Sept",40,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1992","Astoria","Season",508,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","July",239,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","Aug",405,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","Sept",192,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1993","Astoria","Season",836,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","July",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","Aug",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1994","Astoria","Season",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","July",16,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","Aug",90,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","Sept",3,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1995","Astoria","Season",109,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","July",5,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","Aug",13,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","Sept",10,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1996","Astoria","Season",28,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","July",128,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","Aug",55,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1997","Astoria","Season",183,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","July",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","Aug",94,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","Sept",11,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1998","Astoria","Season",105,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","July",219,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","Aug",622,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","Sept",93,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"1999","Astoria","Season",934,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","July",435,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","Aug",329,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","Sept",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2000","Astoria","Season",764,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","May",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","June",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","July",1000,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","Aug",1478,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","Sept",140,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","Oct",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","Nov",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2001","Astoria","Season",2618,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2002","Astoria","Mar",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
"2002","Astoria","Apr",NA,"OR","","recreational","catch","numbers",46.1879,-123.8313,46.13027,-123.9552
